"HHID","WillingShareData_HCP2","Age","Education","CENSREG","RUC2003","Weight","WillingShareData_HCP2_numeric"
"72323064","Inapplicable, coded 2 in WearableDevTrackHealth2",48,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",200,NA
"72323065","Question answered in error (Commission Error)",71,"College graduate","Midwest","County in metro area of 250,000 to 1 million population",139,NA
"72323068","Yes",82,"Postgraduate","Midwest","County in metro area with 1 million population or more",170,1
"72323072","Inapplicable, coded 2 in WearableDevTrackHealth2",65,"8 through 11 years","Midwest","County in metro area of 250,000 to 1 million population",102,NA
"72323073","Yes",55,"College graduate","West","County in metro area with 1 million population or more",175,1
"72323077","Yes",34,"College graduate","South","County in metro area of 250,000 to 1 million population",230,1
"72323083","Yes",65,"Some college","South","County in metro area with 1 million population or more",233,1
"72323093","Yes",35,"College graduate","Midwest","County in metro area of 250,000 to 1 million population",157,1
"72323104","Inapplicable, coded 2 in WearableDevTrackHealth2",37,"College graduate","West","County in metro area with 1 million population or more",165,NA
"72323116","Inapplicable, coded 2 in WearableDevTrackHealth2",83,"12 years or completed high school","Northeast","County in metro area of 250,000 to 1 million population",180,NA
"72323121","Question answered in error (Commission Error)",68,"Some college","Midwest","County in metro area with 1 million population or more",200,NA
"72323126","Yes",66,"Some college","Midwest","County in metro area with 1 million population or more",195,1
"72323147","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"12 years or completed high school","Northeast","County in metro area of 250,000 to 1 million population",153,NA
"72323148","Yes",70,"College graduate","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",165,1
"72323155","Yes",81,"Postgraduate","Northeast","County in metro area with 1 million population or more",107,1
"72323156","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area of 250,000 to 1 million population",-7,NA
"72323169","Missing data (Filter Missing)",37,"Postgraduate","Midwest","County in metro area of fewer than 250,000 population",130,NA
"72323174","Yes",49,"College graduate","South","County in metro area with 1 million population or more",205,1
"72323176","Yes",75,"Postgraduate","South","County in metro area of 250,000 to 1 million population",145,1
"72323190","Yes",46,"College graduate","South","County in metro area with 1 million population or more",198,1
"72323191","Inapplicable, coded 2 in WearableDevTrackHealth2",65,"8 through 11 years","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",195,NA
"72323192","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"Postgraduate","West","County in metro area with 1 million population or more",155,NA
"72323200","Yes",53,"College graduate","Midwest","County in metro area of fewer than 250,000 population",165,1
"72323213","Inapplicable, coded 2 in WearableDevTrackHealth2",75,"Postgraduate","West","County in metro area with 1 million population or more",190,NA
"72323216","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"Postgraduate","South","County in metro area with 1 million population or more",160,NA
"72323226","Inapplicable, coded 2 in WearableDevTrackHealth2",53,"Postgraduate","South","County in metro area with 1 million population or more",159,NA
"72323229","Inapplicable, coded 2 in WearableDevTrackHealth2",22,"12 years or completed high school","South","County in metro area with 1 million population or more",300,NA
"72323230","Inapplicable, coded 2 in WearableDevTrackHealth2",70,"Post high school training other than college (vocational or technical)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",158,NA
"72323231","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"Postgraduate","Northeast","County in metro area with 1 million population or more",175,NA
"72323232","Inapplicable, coded 2 in WearableDevTrackHealth2",20,"Less than 8 years","South","County in metro area of fewer than 250,000 population",160,NA
"72323237","Yes",68,"Some college","Midwest","County in metro area with 1 million population or more",193,1
"72323252","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"College graduate","South","County in metro area with 1 million population or more",190,NA
"72323254","Yes",41,"Postgraduate","West","County in metro area of 250,000 to 1 million population",350,1
"72323260","Yes",40,"Postgraduate","West","County in metro area with 1 million population or more",185,1
"72323265","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"College graduate","West","County in metro area with 1 million population or more",190,NA
"72323272","Inapplicable, coded 2 in WearableDevTrackHealth2",68,"12 years or completed high school","South","County in metro area with 1 million population or more",210,NA
"72323274","No",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area with 1 million population or more",240,0
"72323278","Yes",70,"College graduate","South","County in metro area with 1 million population or more",120,1
"72323281","Yes",65,"12 years or completed high school","South","County in metro area with 1 million population or more",145,1
"72323286","No",57,"Post high school training other than college (vocational or technical)","West","County in metro area of 250,000 to 1 million population",262,0
"72323288","Question answered in error (Commission Error)",64,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",185,NA
"72323297","Yes",19,"Some college","South","County in metro area with 1 million population or more",163,1
"72323302","Inapplicable, coded 2 in WearableDevTrackHealth2",36,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",220,NA
"72323304","Yes",72,"12 years or completed high school","Midwest","County in metro area with 1 million population or more",180,1
"72323306","Yes",79,"College graduate","West","County in metro area of 250,000 to 1 million population",140,1
"72323307","No",64,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",152,0
"72323309","No",34,"12 years or completed high school","Midwest","County in metro area of fewer than 250,000 population",280,0
"72323313","Yes",25,"College graduate","South","County in metro area with 1 million population or more",205,1
"72323316","Question answered in error (Commission Error)",66,"12 years or completed high school","South","County in metro area of fewer than 250,000 population",256,NA
"72323319","Inapplicable, coded 2 in WearableDevTrackHealth2",83,"College graduate","South","County in metro area with 1 million population or more",190,NA
"72323327","Yes",53,"12 years or completed high school","West","County in metro area with 1 million population or more",250,1
"72323328","Question answered in error (Commission Error)",59,"Some college","Northeast","County in metro area with 1 million population or more",150,NA
"72323335","Yes",62,"Post high school training other than college (vocational or technical)","West","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",130,1
"72323337","Yes",70,"College graduate","Midwest","County in metro area with 1 million population or more",115,1
"72323339","Inapplicable, coded 2 in WearableDevTrackHealth2",80,"Postgraduate","South","County in metro area with 1 million population or more",214,NA
"72323342","Inapplicable, coded 2 in WearableDevTrackHealth2",60,"Post high school training other than college (vocational or technical)","Northeast","County in metro area of 250,000 to 1 million population",210,NA
"72323348","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"12 years or completed high school","South","County in metro area of fewer than 250,000 population",150,NA
"72323350","Inapplicable, coded 2 in WearableDevTrackHealth2",39,"College graduate","South","County in metro area of 250,000 to 1 million population",170,NA
"72323353","No",42,"8 through 11 years","West","County in metro area with 1 million population or more",115,0
"72323355","Yes",38,"College graduate","West","County in metro area with 1 million population or more",130,1
"72323359","Inapplicable, coded 2 in WearableDevTrackHealth2",78,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",135,NA
"72323362","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"Postgraduate","Northeast","County in metro area with 1 million population or more",153,NA
"72323363","Inapplicable, coded 2 in WearableDevTrackHealth2",82,"College graduate","South","County in metro area with 1 million population or more",149,NA
"72323365","Yes",61,"College graduate","Northeast","County in metro area with 1 million population or more",145,1
"72323377","Question answered in error (Commission Error)",58,"12 years or completed high school","South","County in metro area of fewer than 250,000 population",225,NA
"72323378","Question answered in error (Commission Error)",92,"12 years or completed high school","West","County in metro area with 1 million population or more",100,NA
"72323379","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","Midwest","County in metro area with 1 million population or more",-7,NA
"72323380","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",157,NA
"72323385","Yes",65,"College graduate","South","County in metro area with 1 million population or more",165,1
"72323391","No",53,"Postgraduate","South","County in metro area with 1 million population or more",125,0
"72323395","Inapplicable, coded 2 in WearableDevTrackHealth2",38,"8 through 11 years","Midwest","County in metro area with 1 million population or more",170,NA
"72323396","Inapplicable, coded 2 in WearableDevTrackHealth2",30,"College graduate","Midwest","County in metro area with 1 million population or more",117,NA
"72323397","Yes",67,"Postgraduate","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",238,1
"72323398","Yes",27,"College graduate","South","County in metro area of 250,000 to 1 million population",270,1
"72323419","Yes",43,"Post high school training other than college (vocational or technical)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",245,1
"72323426","Question answered in error (Commission Error)",71,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",180,NA
"72323429","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"Postgraduate","West","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",175,NA
"72323435","Yes",84,"Some college","Midwest","County in metro area with 1 million population or more",118,1
"72323440","Inapplicable, coded 2 in WearableDevTrackHealth2",74,"Postgraduate","West","County in metro area with 1 million population or more",175,NA
"72323441","Inapplicable, coded 2 in WearableDevTrackHealth2",78,"Some college","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",170,NA
"72323446","Yes",46,"Postgraduate","Northeast","County in metro area with 1 million population or more",225,1
"72323449","No",54,"Post high school training other than college (vocational or technical)","South","County in metro area of fewer than 250,000 population",185,0
"72323450","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",146,NA
"72323457","Question answered in error (Commission Error)",90,"Some college","Northeast","County in metro area with 1 million population or more",160,NA
"72323462","Missing data (Filter Missing)",54,"Some college","Midwest","County in metro area with 1 million population or more",185,NA
"72323466","Inapplicable, coded 2 in WearableDevTrackHealth2",68,"12 years or completed high school","South","County in metro area with 1 million population or more",267,NA
"72323468","No",59,"College graduate","West","County in metro area of fewer than 250,000 population",165,0
"72323469","Yes",36,"Postgraduate","Midwest","County in metro area with 1 million population or more",132,1
"72323470","Question answered in error (Commission Error)",74,"College graduate","Northeast","County in metro area with 1 million population or more",120,NA
"72323477","Yes",62,"Post high school training other than college (vocational or technical)","South","Nonmetro county completely rural or less than 2,500 urban population, not adjace",170,1
"72323482","Yes",45,"College graduate","Northeast","County in metro area with 1 million population or more",170,1
"72323491","Inapplicable, coded 2 in WearableDevTrackHealth2",31,"College graduate","South","County in metro area of 250,000 to 1 million population",160,NA
"72323498","No",50,"Postgraduate","South","County in metro area of 250,000 to 1 million population",215,0
"72323503","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",-7,NA
"72323509","Yes",67,"Some college","Midwest","County in metro area with 1 million population or more",185,1
"72323510","Yes",25,"College graduate","West","County in metro area of fewer than 250,000 population",230,1
"72323520","Inapplicable, coded 2 in WearableDevTrackHealth2",67,"Some college","South","County in metro area with 1 million population or more",235,NA
"72323522","Inapplicable, coded 2 in WearableDevTrackHealth2",28,"College graduate","South","County in metro area of 250,000 to 1 million population",130,NA
"72323531","No",84,"Some college","West","County in metro area with 1 million population or more",155,0
"72323539","Question answered in error (Commission Error)",46,"Some college","South","County in metro area of 250,000 to 1 million population",170,NA
"72323540","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"College graduate","Midwest","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",235,NA
"72323541","Inapplicable, coded 2 in WearableDevTrackHealth2",50,"Postgraduate","West","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",295,NA
"72323542","Inapplicable, coded 2 in WearableDevTrackHealth2",75,"College graduate","Northeast","County in metro area with 1 million population or more",170,NA
"72323544","Yes",89,"Postgraduate","West","County in metro area with 1 million population or more",164,1
"72323545","Inapplicable, coded 2 in WearableDevTrackHealth2",49,"Postgraduate","West","County in metro area with 1 million population or more",100,NA
"72323548","No",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area with 1 million population or more",-7,0
"72323554","Yes",26,"Some college","Midwest","County in metro area with 1 million population or more",120,1
"72323565","Yes",45,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",248,1
"72323570","Inapplicable, coded 2 in WearableDevTrackHealth2",85,"12 years or completed high school","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",145,NA
"72323573","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"Postgraduate","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",242,NA
"72323581","Inapplicable, coded 2 in WearableDevTrackHealth2",42,"Postgraduate","South","County in metro area with 1 million population or more",155,NA
"72323586","Yes",52,"Postgraduate","Northeast","County in metro area with 1 million population or more",185,1
"72323588","Inapplicable, coded 2 in WearableDevTrackHealth2",34,"Postgraduate","Northeast","County in metro area of 250,000 to 1 million population",208,NA
"72323589","Yes",65,"College graduate","Midwest","County in metro area with 1 million population or more",170,1
"72323590","Inapplicable, coded 2 in WearableDevTrackHealth2",66,"Some college","Midwest","County in metro area with 1 million population or more",193,NA
"72323593","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"Postgraduate","Northeast","County in metro area with 1 million population or more",196,NA
"72323597","No",72,"Some college","South","County in metro area of fewer than 250,000 population",178,0
"72323599","Inapplicable, coded 2 in WearableDevTrackHealth2",39,"Some college","Northeast","County in metro area of 250,000 to 1 million population",175,NA
"72323604","Yes",22,"Postgraduate","Northeast","County in metro area with 1 million population or more",184,1
"72323609","Yes",63,"Some college","Northeast","County in metro area of 250,000 to 1 million population",165,1
"72323615","Inapplicable, coded 2 in WearableDevTrackHealth2",78,"College graduate","South","County in metro area with 1 million population or more",160,NA
"72323616","Question answered in error (Commission Error)",73,"College graduate","Midwest","County in metro area with 1 million population or more",240,NA
"72323617","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"College graduate","Midwest","County in metro area of 250,000 to 1 million population",240,NA
"72323618","Inapplicable, coded 2 in WearableDevTrackHealth2",-9,"College graduate","South","County in metro area of 250,000 to 1 million population",160,NA
"72323623","Inapplicable, coded 2 in WearableDevTrackHealth2",30,"Some college","Northeast","County in metro area with 1 million population or more",200,NA
"72323627","Inapplicable, coded 2 in WearableDevTrackHealth2",80,"College graduate","South","County in metro area with 1 million population or more",287,NA
"72323633","Inapplicable, coded 2 in WearableDevTrackHealth2",34,"College graduate","Northeast","County in metro area with 1 million population or more",160,NA
"72323642","Yes",37,"Postgraduate","Midwest","County in metro area with 1 million population or more",150,1
"72323645","No",54,"Some college","West","County in metro area with 1 million population or more",132,0
"72323653","No",53,"College graduate","West","County in metro area of 250,000 to 1 million population",125,0
"72323654","Yes",35,"Postgraduate","Northeast","County in metro area with 1 million population or more",170,1
"72323667","Inapplicable, coded 2 in WearableDevTrackHealth2",85,"Post high school training other than college (vocational or technical)","Northeast","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",126,NA
"72323668","Yes",37,"College graduate","South","County in metro area of fewer than 250,000 population",190,1
"72323669","Yes",78,"Postgraduate","Midwest","County in metro area of 250,000 to 1 million population",207,1
"72323672","Inapplicable, coded 2 in WearableDevTrackHealth2",52,"Some college","South","County in metro area with 1 million population or more",124,NA
"72323676","Missing data (Filter Missing)",81,"Some college","Midwest","County in metro area with 1 million population or more",141,NA
"72323679","Inapplicable, coded 2 in WearableDevTrackHealth2",60,"College graduate","Midwest","County in metro area with 1 million population or more",200,NA
"72323680","Inapplicable, coded 2 in WearableDevTrackHealth2",76,"College graduate","West","County in metro area of 250,000 to 1 million population",170,NA
"72323684","Question answered in error (Commission Error)",65,"Post high school training other than college (vocational or technical)","South","County in metro area with 1 million population or more",245,NA
"72323685","Question answered in error (Commission Error)",74,"Post high school training other than college (vocational or technical)","West","County in metro area of 250,000 to 1 million population",205,NA
"72323688","Inapplicable, coded 2 in WearableDevTrackHealth2",74,"12 years or completed high school","Midwest","County in metro area of 250,000 to 1 million population",182,NA
"72323698","Inapplicable, coded 2 in WearableDevTrackHealth2",67,"12 years or completed high school","Northeast","County in metro area of 250,000 to 1 million population",180,NA
"72323704","Yes",46,"8 through 11 years","Midwest","County in metro area of 250,000 to 1 million population",124,1
"72323718","Yes",67,"College graduate","South","County in metro area with 1 million population or more",108,1
"72323725","Inapplicable, coded 2 in WearableDevTrackHealth2",44,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",173,NA
"72323726","Inapplicable, coded 2 in WearableDevTrackHealth2",32,"Postgraduate","South","County in metro area with 1 million population or more",179,NA
"72323727","Question answered in error (Commission Error)",27,"Some college","Midwest","County in metro area of 250,000 to 1 million population",220,NA
"72323729","Inapplicable, coded 2 in WearableDevTrackHealth2",57,"Postgraduate","South","County in metro area with 1 million population or more",160,NA
"72323734","Question answered in error (Commission Error)",79,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",138,NA
"72323736","Inapplicable, coded 2 in WearableDevTrackHealth2",37,"College graduate","Northeast","County in metro area with 1 million population or more",127,NA
"72323737","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"12 years or completed high school","Midwest","County in metro area of 250,000 to 1 million population",120,NA
"72323744","Inapplicable, coded 2 in WearableDevTrackHealth2",89,"Less than 8 years","Northeast","County in metro area with 1 million population or more",129,NA
"72323749","Yes",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area with 1 million population or more",-7,1
"72323753","Inapplicable, coded 2 in WearableDevTrackHealth2",44,"College graduate","Midwest","County in metro area with 1 million population or more",180,NA
"72323755","Yes",58,"College graduate","Midwest","County in metro area of fewer than 250,000 population",119,1
"72323756","Yes",81,"Postgraduate","Midwest","County in metro area with 1 million population or more",200,1
"72323757","No",53,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",185,0
"72323763","Question answered in error (Commission Error)",57,"8 through 11 years","Midwest","County in metro area of 250,000 to 1 million population",150,NA
"72323776","Yes",65,"Postgraduate","Northeast","County in metro area of fewer than 250,000 population",122,1
"72323777","Inapplicable, coded 2 in WearableDevTrackHealth2",87,"Postgraduate","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",170,NA
"72323782","No",30,"College graduate","South","County in metro area with 1 million population or more",120,0
"72323783","Inapplicable, coded 2 in WearableDevTrackHealth2",29,"College graduate","South","County in metro area with 1 million population or more",150,NA
"72323786","Yes",30,"Some college","South","County in metro area with 1 million population or more",175,1
"72323793","Inapplicable, coded 2 in WearableDevTrackHealth2",77,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",180,NA
"72323797","Inapplicable, coded 2 in WearableDevTrackHealth2",36,"College graduate","West","County in metro area with 1 million population or more",205,NA
"72323798","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"12 years or completed high school","South","County in metro area with 1 million population or more",169,NA
"72323815","Yes",18,"Post high school training other than college (vocational or technical)","West","County in metro area with 1 million population or more",175,1
"72323818","No",41,"Post high school training other than college (vocational or technical)","South","County in metro area of fewer than 250,000 population",218,0
"72323827","Inapplicable, coded 2 in WearableDevTrackHealth2",66,"Postgraduate","South","County in metro area with 1 million population or more",213,NA
"72323829","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area of 250,000 to 1 million population",-7,1
"72323835","No",44,"Postgraduate","South","Nonmetro county completely rural or less than 2,500 urban population, not adjace",160,0
"72323837","No",39,"College graduate","South","County in metro area with 1 million population or more",215,0
"72323838","Yes",56,"Postgraduate","South","County in metro area with 1 million population or more",165,1
"72323843","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"College graduate","South","County in metro area of fewer than 250,000 population",184,NA
"72323855","Inapplicable, coded 2 in WearableDevTrackHealth2",84,"College graduate","South","County in metro area with 1 million population or more",149,NA
"72323857","Yes",34,"Postgraduate","Midwest","County in metro area of 250,000 to 1 million population",260,1
"72323858","Inapplicable, coded 2 in WearableDevTrackHealth2",45,"College graduate","Midwest","County in metro area with 1 million population or more",262,NA
"72323866","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","Midwest","County in metro area with 1 million population or more",137,NA
"72323871","Yes",31,"College graduate","South","County in metro area with 1 million population or more",150,1
"72323874","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"Postgraduate","West","County in metro area of 250,000 to 1 million population",190,NA
"72323877","No",66,"Some college","Northeast","County in metro area with 1 million population or more",157,0
"72323894","No",45,"12 years or completed high school","South","County in metro area with 1 million population or more",175,0
"72323896","Inapplicable, coded 2 in WearableDevTrackHealth2",63,"College graduate","West","County in metro area of 250,000 to 1 million population",145,NA
"72323900","Inapplicable, coded 2 in WearableDevTrackHealth2",26,"Post high school training other than college (vocational or technical)","West","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",200,NA
"72323903","Yes",71,"12 years or completed high school","South","Nonmetro county completely rural or less than 2,500 urban population, not adjace",138,1
"72323906","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"Some college","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",215,NA
"72323910","Yes",74,"12 years or completed high school","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",138,1
"72323928","Inapplicable, coded 2 in WearableDevTrackHealth2",44,"12 years or completed high school","South","County in metro area with 1 million population or more",210,NA
"72323929","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",-7,NA
"72323937","Inapplicable, coded 2 in WearableDevTrackHealth2",40,"College graduate","Midwest","County in metro area with 1 million population or more",215,NA
"72323939","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area of fewer than 250,000 population",-7,1
"72323941","Yes",55,"Post high school training other than college (vocational or technical)","Midwest","County in metro area with 1 million population or more",250,1
"72323942","Yes",39,"Postgraduate","South","County in metro area of 250,000 to 1 million population",135,1
"72323943","Yes",53,"College graduate","Midwest","County in metro area of 250,000 to 1 million population",196,1
"72323956","Inapplicable, coded 2 in WearableDevTrackHealth2",70,"12 years or completed high school","West","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",150,NA
"72323964","Inapplicable, coded 2 in WearableDevTrackHealth2",73,"Post high school training other than college (vocational or technical)","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",290,NA
"72323972","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area of 250,000 to 1 million population",270,1
"72323977","Inapplicable, coded 2 in WearableDevTrackHealth2",38,"College graduate","South","County in metro area with 1 million population or more",238,NA
"72323982","No",-9,"Some college","West","County in metro area with 1 million population or more",180,0
"72323983","Inapplicable, coded 2 in WearableDevTrackHealth2",35,"Postgraduate","South","County in metro area of fewer than 250,000 population",225,NA
"72323986","Inapplicable, coded 2 in WearableDevTrackHealth2",26,"Postgraduate","South","County in metro area with 1 million population or more",160,NA
"72323998","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",174,NA
"72324006","Inapplicable, coded 2 in WearableDevTrackHealth2",31,"Less than 8 years","Midwest","County in metro area with 1 million population or more",180,NA
"72324010","Yes",70,"Postgraduate","Midwest","County in metro area with 1 million population or more",180,1
"72324012","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",-7,1
"72324013","Yes",41,"Postgraduate","South","County in metro area with 1 million population or more",210,1
"72324015","Inapplicable, coded 2 in WearableDevTrackHealth2",42,"12 years or completed high school","West","County in metro area of 250,000 to 1 million population",140,NA
"72324016","Inapplicable, coded 2 in WearableDevTrackHealth2",83,"Postgraduate","West","County in metro area with 1 million population or more",153,NA
"72324028","Inapplicable, coded 2 in WearableDevTrackHealth2",89,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",130,NA
"72324034","Inapplicable, coded 2 in WearableDevTrackHealth2",82,"College graduate","Midwest","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",137,NA
"72324038","Yes",18,"12 years or completed high school","West","County in metro area with 1 million population or more",120,1
"72324041","No",70,"Some college","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",151,0
"72324045","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"Some college","West","County in metro area with 1 million population or more",170,NA
"72324047","Yes",59,"Postgraduate","South","County in metro area of fewer than 250,000 population",158,1
"72324049","Yes",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area with 1 million population or more",-7,1
"72324053","Inapplicable, coded 2 in WearableDevTrackHealth2",36,"12 years or completed high school","Northeast","County in metro area of 250,000 to 1 million population",220,NA
"72324060","Yes",25,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",286,1
"72324063","Inapplicable, coded 2 in WearableDevTrackHealth2",85,"12 years or completed high school","West","County in metro area of 250,000 to 1 million population",148,NA
"72324072","Inapplicable, coded 2 in WearableDevTrackHealth2",84,"Postgraduate","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",151,NA
"72324077","Inapplicable, coded 2 in WearableDevTrackHealth2",61,"Postgraduate","Northeast","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",135,NA
"72324080","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","Northeast","County in metro area with 1 million population or more",134,NA
"72324081","Inapplicable, coded 2 in WearableDevTrackHealth2",75,"Some college","Northeast","County in metro area with 1 million population or more",219,NA
"72324087","Inapplicable, coded 2 in WearableDevTrackHealth2",81,"12 years or completed high school","Midwest","County in metro area of 250,000 to 1 million population",205,NA
"72324088","Inapplicable, coded 2 in WearableDevTrackHealth2",66,"12 years or completed high school","Midwest","County in metro area of fewer than 250,000 population",190,NA
"72324094","Yes",-7,"Missing data (Web partial - Question Never Seen)","Northeast","County in metro area with 1 million population or more",-7,1
"72324099","Inapplicable, coded 2 in WearableDevTrackHealth2",68,"12 years or completed high school","South","County in metro area with 1 million population or more",250,NA
"72324100","Yes",74,"Some college","Northeast","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",180,1
"72324101","Yes",71,"12 years or completed high school","South","County in metro area of 250,000 to 1 million population",135,1
"72324103","Inapplicable, coded 2 in WearableDevTrackHealth2",31,"College graduate","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",185,NA
"72324112","Yes",71,"12 years or completed high school","Midwest","County in metro area with 1 million population or more",135,1
"72324120","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"Some college","South","County in metro area with 1 million population or more",195,NA
"72324127","Inapplicable, coded 2 in WearableDevTrackHealth2",59,"Some college","South","County in metro area with 1 million population or more",275,NA
"72324132","Inapplicable, coded 2 in WearableDevTrackHealth2",89,"12 years or completed high school","West","County in metro area of 250,000 to 1 million population",150,NA
"72324133","Inapplicable, coded 2 in WearableDevTrackHealth2",56,"College graduate","South","County in metro area with 1 million population or more",240,NA
"72324147","Yes",40,"Postgraduate","South","County in metro area of 250,000 to 1 million population",150,1
"72324153","Inapplicable, coded 2 in WearableDevTrackHealth2",-9,"Post high school training other than college (vocational or technical)","Northeast","Nonmetro county with urban population of 20,000 or more, not adjacent to a metro",146,NA
"72324157","Inapplicable, coded 2 in WearableDevTrackHealth2",71,"College graduate","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",175,NA
"72324166","Inapplicable, coded 2 in WearableDevTrackHealth2",71,"Some college","South","County in metro area of fewer than 250,000 population",350,NA
"72324167","No",66,"12 years or completed high school","South","County in metro area with 1 million population or more",125,0
"72324168","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"12 years or completed high school","South","Nonmetro county completely rural or less than 2,500 urban population, not adjace",125,NA
"72324172","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"College graduate","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",159,NA
"72324174","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"Postgraduate","West","County in metro area with 1 million population or more",100,NA
"72324177","Inapplicable, coded 2 in WearableDevTrackHealth2",45,"College graduate","Northeast","County in metro area with 1 million population or more",130,NA
